LSOA_Code,RUC21CD,RUC21NM,Urban_rural_flag
E01006213,UN1,Urban: Nearer to a major town or city,Urban
E01006214,UN1,Urban: Nearer to a major town or city,Urban
E01006215,UN1,Urban: Nearer to a major town or city,Urban
E01006216,UN1,Urban: Nearer to a major town or city,Urban
E01006217,UN1,Urban: Nearer to a major town or city,Urban
E01006218,UN1,Urban: Nearer to a major town or city,Urban
E01006077,UN1,Urban: Nearer to a major town or city,Urban
E01006078,UN1,Urban: Nearer to a major town or city,Urban
E01006079,UN1,Urban: Nearer to a major town or city,Urban
E01006080,UN1,Urban: Nearer to a major town or city,Urban
E01006081,UN1,Urban: Nearer to a major town or city,Urban
E01006082,UN1,Urban: Nearer to a major town or city,Urban
E01006083,UN1,Urban: Nearer to a major town or city,Urban
E01006084,UN1,Urban: Nearer to a major town or city,Urban
E01006085,UN1,Urban: Nearer to a major town or city,Urban
E01006086,UN1,Urban: Nearer to a major town or city,Urban
E01006087,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01006088,UN1,Urban: Nearer to a major town or city,Urban
E01006089,UN1,Urban: Nearer to a major town or city,Urban
E01006090,UN1,Urban: Nearer to a major town or city,Urban
E01006091,UN1,Urban: Nearer to a major town or city,Urban
E01006092,UN1,Urban: Nearer to a major town or city,Urban
E01006093,UN1,Urban: Nearer to a major town or city,Urban
E01006094,UN1,Urban: Nearer to a major town or city,Urban
E01006095,UN1,Urban: Nearer to a major town or city,Urban
E01006096,UN1,Urban: Nearer to a major town or city,Urban
E01006097,UN1,Urban: Nearer to a major town or city,Urban
E01006098,UN1,Urban: Nearer to a major town or city,Urban
E01006099,UN1,Urban: Nearer to a major town or city,Urban
E01006100,UN1,Urban: Nearer to a major town or city,Urban
E01006101,UN1,Urban: Nearer to a major town or city,Urban
E01006102,UN1,Urban: Nearer to a major town or city,Urban
E01006103,UN1,Urban: Nearer to a major town or city,Urban
E01006104,UN1,Urban: Nearer to a major town or city,Urban
E01006105,UN1,Urban: Nearer to a major town or city,Urban
E01006106,UN1,Urban: Nearer to a major town or city,Urban
E01006107,UN1,Urban: Nearer to a major town or city,Urban
E01006108,UN1,Urban: Nearer to a major town or city,Urban
E01006109,UN1,Urban: Nearer to a major town or city,Urban
E01006110,UN1,Urban: Nearer to a major town or city,Urban
E01006111,UN1,Urban: Nearer to a major town or city,Urban
E01006112,UN1,Urban: Nearer to a major town or city,Urban
E01006113,UN1,Urban: Nearer to a major town or city,Urban
E01006114,UN1,Urban: Nearer to a major town or city,Urban
E01006115,UN1,Urban: Nearer to a major town or city,Urban
E01006116,UN1,Urban: Nearer to a major town or city,Urban
E01006117,UN1,Urban: Nearer to a major town or city,Urban
E01006319,UN1,Urban: Nearer to a major town or city,Urban
E01006637,UN1,Urban: Nearer to a major town or city,Urban
E01006638,UN1,Urban: Nearer to a major town or city,Urban
E01006320,UN1,Urban: Nearer to a major town or city,Urban
E01006639,UN1,Urban: Nearer to a major town or city,Urban
E01006640,UN1,Urban: Nearer to a major town or city,Urban
E01006321,UN1,Urban: Nearer to a major town or city,Urban
E01006581,UN1,Urban: Nearer to a major town or city,Urban
E01006419,UN1,Urban: Nearer to a major town or city,Urban
E01006641,UN1,Urban: Nearer to a major town or city,Urban
E01006322,UN1,Urban: Nearer to a major town or city,Urban
E01006528,UN1,Urban: Nearer to a major town or city,Urban
E01006582,UN1,Urban: Nearer to a major town or city,Urban
E01006420,UN1,Urban: Nearer to a major town or city,Urban
E01006689,UN1,Urban: Nearer to a major town or city,Urban
E01006642,UN1,Urban: Nearer to a major town or city,Urban
E01006369,UN1,Urban: Nearer to a major town or city,Urban
E01006323,UN1,Urban: Nearer to a major town or city,Urban
E01006473,UN1,Urban: Nearer to a major town or city,Urban
E01006529,UN1,Urban: Nearer to a major town or city,Urban
E01006583,UN1,Urban: Nearer to a major town or city,Urban
E01006421,UN1,Urban: Nearer to a major town or city,Urban
E01006690,UN1,Urban: Nearer to a major town or city,Urban
E01006643,UN1,Urban: Nearer to a major town or city,Urban
E01006370,UN1,Urban: Nearer to a major town or city,Urban
E01006324,UN1,Urban: Nearer to a major town or city,Urban
E01006474,UN1,Urban: Nearer to a major town or city,Urban
E01006530,UN1,Urban: Nearer to a major town or city,Urban
E01006584,UN1,Urban: Nearer to a major town or city,Urban
E01006422,UN1,Urban: Nearer to a major town or city,Urban
E01006691,UN1,Urban: Nearer to a major town or city,Urban
E01006644,UN1,Urban: Nearer to a major town or city,Urban
E01006371,UN1,Urban: Nearer to a major town or city,Urban
E01006325,UN1,Urban: Nearer to a major town or city,Urban
E01006475,UN1,Urban: Nearer to a major town or city,Urban
E01006531,UN1,Urban: Nearer to a major town or city,Urban
E01006585,UN1,Urban: Nearer to a major town or city,Urban
E01006423,UN1,Urban: Nearer to a major town or city,Urban
E01006692,UN1,Urban: Nearer to a major town or city,Urban
E01006645,UN1,Urban: Nearer to a major town or city,Urban
E01006372,UN1,Urban: Nearer to a major town or city,Urban
E01006373,UN1,Urban: Nearer to a major town or city,Urban
E01006374,UN1,Urban: Nearer to a major town or city,Urban
E01006375,UN1,Urban: Nearer to a major town or city,Urban
E01006376,UN1,Urban: Nearer to a major town or city,Urban
E01006377,UN1,Urban: Nearer to a major town or city,Urban
E01006378,UN1,Urban: Nearer to a major town or city,Urban
E01006379,UN1,Urban: Nearer to a major town or city,Urban
E01006380,UN1,Urban: Nearer to a major town or city,Urban
E01006381,UN1,Urban: Nearer to a major town or city,Urban
E01006382,UN1,Urban: Nearer to a major town or city,Urban
E01006383,UN1,Urban: Nearer to a major town or city,Urban
E01006384,UN1,Urban: Nearer to a major town or city,Urban
E01006385,UN1,Urban: Nearer to a major town or city,Urban
E01006386,UN1,Urban: Nearer to a major town or city,Urban
E01006387,UN1,Urban: Nearer to a major town or city,Urban
E01006388,UN1,Urban: Nearer to a major town or city,Urban
E01006389,UN1,Urban: Nearer to a major town or city,Urban
E01006390,UN1,Urban: Nearer to a major town or city,Urban
E01006391,UN1,Urban: Nearer to a major town or city,Urban
E01006392,UN1,Urban: Nearer to a major town or city,Urban
E01006393,UN1,Urban: Nearer to a major town or city,Urban
E01006394,UN1,Urban: Nearer to a major town or city,Urban
E01006395,UN1,Urban: Nearer to a major town or city,Urban
E01006396,UN1,Urban: Nearer to a major town or city,Urban
E01006397,UN1,Urban: Nearer to a major town or city,Urban
E01006398,UN1,Urban: Nearer to a major town or city,Urban
E01006399,UN1,Urban: Nearer to a major town or city,Urban
E01006400,UN1,Urban: Nearer to a major town or city,Urban
E01006401,UN1,Urban: Nearer to a major town or city,Urban
E01006402,UN1,Urban: Nearer to a major town or city,Urban
E01006403,UN1,Urban: Nearer to a major town or city,Urban
E01006404,UN1,Urban: Nearer to a major town or city,Urban
E01006405,UN1,Urban: Nearer to a major town or city,Urban
E01006406,UN1,Urban: Nearer to a major town or city,Urban
E01006407,UN1,Urban: Nearer to a major town or city,Urban
E01006408,UN1,Urban: Nearer to a major town or city,Urban
E01006409,UN1,Urban: Nearer to a major town or city,Urban
E01006410,UN1,Urban: Nearer to a major town or city,Urban
E01006411,UN1,Urban: Nearer to a major town or city,Urban
E01006412,UN1,Urban: Nearer to a major town or city,Urban
E01006413,UN1,Urban: Nearer to a major town or city,Urban
E01006414,UN1,Urban: Nearer to a major town or city,Urban
E01006415,UN1,Urban: Nearer to a major town or city,Urban
E01006416,UN1,Urban: Nearer to a major town or city,Urban
E01006417,UN1,Urban: Nearer to a major town or city,Urban
E01006418,UN1,Urban: Nearer to a major town or city,Urban
E01006424,UN1,Urban: Nearer to a major town or city,Urban
E01006532,UN1,Urban: Nearer to a major town or city,Urban
E01006693,UN1,Urban: Nearer to a major town or city,Urban
E01006646,UN1,Urban: Nearer to a major town or city,Urban
E01006586,UN1,Urban: Nearer to a major town or city,Urban
E01006425,UN1,Urban: Nearer to a major town or city,Urban
E01006694,UN1,Urban: Nearer to a major town or city,Urban
E01006533,UN1,Urban: Nearer to a major town or city,Urban
E01006476,UN1,Urban: Nearer to a major town or city,Urban
E01006426,UN1,Urban: Nearer to a major town or city,Urban
E01006534,UN1,Urban: Nearer to a major town or city,Urban
E01006587,UN1,Urban: Nearer to a major town or city,Urban
E01006647,UN1,Urban: Nearer to a major town or city,Urban
E01006695,UN1,Urban: Nearer to a major town or city,Urban
E01006326,UN1,Urban: Nearer to a major town or city,Urban
E01006477,UN1,Urban: Nearer to a major town or city,Urban
E01006696,UN1,Urban: Nearer to a major town or city,Urban
E01006588,UN1,Urban: Nearer to a major town or city,Urban
E01006535,UN1,Urban: Nearer to a major town or city,Urban
E01006327,UN1,Urban: Nearer to a major town or city,Urban
E01006478,UN1,Urban: Nearer to a major town or city,Urban
E01006427,UN1,Urban: Nearer to a major town or city,Urban
E01006648,UN1,Urban: Nearer to a major town or city,Urban
E01006697,UN1,Urban: Nearer to a major town or city,Urban
E01006589,UN1,Urban: Nearer to a major town or city,Urban
E01006536,UN1,Urban: Nearer to a major town or city,Urban
E01006328,UN1,Urban: Nearer to a major town or city,Urban
E01006479,UN1,Urban: Nearer to a major town or city,Urban
E01006428,UN1,Urban: Nearer to a major town or city,Urban
E01006651,UN1,Urban: Nearer to a major town or city,Urban
E01006698,UN1,Urban: Nearer to a major town or city,Urban
E01006590,UN1,Urban: Nearer to a major town or city,Urban
E01006537,UN1,Urban: Nearer to a major town or city,Urban
E01006329,UN1,Urban: Nearer to a major town or city,Urban
E01006480,UN1,Urban: Nearer to a major town or city,Urban
E01006429,UN1,Urban: Nearer to a major town or city,Urban
E01006652,UN1,Urban: Nearer to a major town or city,Urban
E01006699,UN1,Urban: Nearer to a major town or city,Urban
E01006591,UN1,Urban: Nearer to a major town or city,Urban
E01006538,UN1,Urban: Nearer to a major town or city,Urban
E01006330,UN1,Urban: Nearer to a major town or city,Urban
E01006481,UN1,Urban: Nearer to a major town or city,Urban
E01006430,UN1,Urban: Nearer to a major town or city,Urban
E01006653,UN1,Urban: Nearer to a major town or city,Urban
E01006700,UN1,Urban: Nearer to a major town or city,Urban
E01006592,UN1,Urban: Nearer to a major town or city,Urban
E01006539,UN1,Urban: Nearer to a major town or city,Urban
E01006331,UN1,Urban: Nearer to a major town or city,Urban
E01006482,UN1,Urban: Nearer to a major town or city,Urban
E01006431,UN1,Urban: Nearer to a major town or city,Urban
E01006654,UN1,Urban: Nearer to a major town or city,Urban
E01006701,UN1,Urban: Nearer to a major town or city,Urban
E01006593,UN1,Urban: Nearer to a major town or city,Urban
E01006594,UN1,Urban: Nearer to a major town or city,Urban
E01006595,UN1,Urban: Nearer to a major town or city,Urban
E01006596,UN1,Urban: Nearer to a major town or city,Urban
E01006597,UN1,Urban: Nearer to a major town or city,Urban
E01006598,UN1,Urban: Nearer to a major town or city,Urban
E01006599,UN1,Urban: Nearer to a major town or city,Urban
E01006600,UN1,Urban: Nearer to a major town or city,Urban
E01006603,UN1,Urban: Nearer to a major town or city,Urban
E01006604,UN1,Urban: Nearer to a major town or city,Urban
E01006605,UN1,Urban: Nearer to a major town or city,Urban
E01006606,UN1,Urban: Nearer to a major town or city,Urban
E01006607,UN1,Urban: Nearer to a major town or city,Urban
E01006608,UN1,Urban: Nearer to a major town or city,Urban
E01006609,UN1,Urban: Nearer to a major town or city,Urban
E01006610,UN1,Urban: Nearer to a major town or city,Urban
E01006611,UN1,Urban: Nearer to a major town or city,Urban
E01006612,UN1,Urban: Nearer to a major town or city,Urban
E01006613,UN1,Urban: Nearer to a major town or city,Urban
E01006614,UN1,Urban: Nearer to a major town or city,Urban
E01006615,UN1,Urban: Nearer to a major town or city,Urban
E01006616,UN1,Urban: Nearer to a major town or city,Urban
E01006617,UN1,Urban: Nearer to a major town or city,Urban
E01006618,UN1,Urban: Nearer to a major town or city,Urban
E01006619,UN1,Urban: Nearer to a major town or city,Urban
E01006620,UN1,Urban: Nearer to a major town or city,Urban
E01006621,UN1,Urban: Nearer to a major town or city,Urban
E01006622,UN1,Urban: Nearer to a major town or city,Urban
E01006623,UN1,Urban: Nearer to a major town or city,Urban
E01006624,UN1,Urban: Nearer to a major town or city,Urban
E01006625,UN1,Urban: Nearer to a major town or city,Urban
E01006626,UN1,Urban: Nearer to a major town or city,Urban
E01006627,UN1,Urban: Nearer to a major town or city,Urban
E01006628,UN1,Urban: Nearer to a major town or city,Urban
E01006629,UN1,Urban: Nearer to a major town or city,Urban
E01006630,UN1,Urban: Nearer to a major town or city,Urban
E01006632,UN1,Urban: Nearer to a major town or city,Urban
E01006633,UN1,Urban: Nearer to a major town or city,Urban
E01006432,UN1,Urban: Nearer to a major town or city,Urban
E01006540,UN1,Urban: Nearer to a major town or city,Urban
E01006702,UN1,Urban: Nearer to a major town or city,Urban
E01006433,UN1,Urban: Nearer to a major town or city,Urban
E01006332,UN1,Urban: Nearer to a major town or city,Urban
E01006541,UN1,Urban: Nearer to a major town or city,Urban
E01006703,UN1,Urban: Nearer to a major town or city,Urban
E01006705,UN1,Urban: Nearer to a major town or city,Urban
E01006706,UN1,Urban: Nearer to a major town or city,Urban
E01006707,UN1,Urban: Nearer to a major town or city,Urban
E01006708,UN1,Urban: Nearer to a major town or city,Urban
E01006709,UN1,Urban: Nearer to a major town or city,Urban
E01006710,UN1,Urban: Nearer to a major town or city,Urban
E01006711,UN1,Urban: Nearer to a major town or city,Urban
E01006712,UN1,Urban: Nearer to a major town or city,Urban
E01006713,UN1,Urban: Nearer to a major town or city,Urban
E01006716,UN1,Urban: Nearer to a major town or city,Urban
E01006717,UN1,Urban: Nearer to a major town or city,Urban
E01006718,UN1,Urban: Nearer to a major town or city,Urban
E01006719,UN1,Urban: Nearer to a major town or city,Urban
E01006721,UN1,Urban: Nearer to a major town or city,Urban
E01006722,UN1,Urban: Nearer to a major town or city,Urban
E01006723,UN1,Urban: Nearer to a major town or city,Urban
E01006724,UN1,Urban: Nearer to a major town or city,Urban
E01006725,UN1,Urban: Nearer to a major town or city,Urban
E01006726,UN1,Urban: Nearer to a major town or city,Urban
E01006727,UN1,Urban: Nearer to a major town or city,Urban
E01006728,UN1,Urban: Nearer to a major town or city,Urban
E01006729,UN1,Urban: Nearer to a major town or city,Urban
E01006730,UN1,Urban: Nearer to a major town or city,Urban
E01006731,UN1,Urban: Nearer to a major town or city,Urban
E01006732,UN1,Urban: Nearer to a major town or city,Urban
E01006734,UN1,Urban: Nearer to a major town or city,Urban
E01006735,UN1,Urban: Nearer to a major town or city,Urban
E01006736,UN1,Urban: Nearer to a major town or city,Urban
E01006737,UN1,Urban: Nearer to a major town or city,Urban
E01006738,UN1,Urban: Nearer to a major town or city,Urban
E01006739,UN1,Urban: Nearer to a major town or city,Urban
E01006740,UN1,Urban: Nearer to a major town or city,Urban
E01006741,UN1,Urban: Nearer to a major town or city,Urban
E01006742,UN1,Urban: Nearer to a major town or city,Urban
E01006743,UN1,Urban: Nearer to a major town or city,Urban
E01006655,UN1,Urban: Nearer to a major town or city,Urban
E01006483,UN1,Urban: Nearer to a major town or city,Urban
E01006333,UN1,Urban: Nearer to a major town or city,Urban
E01006334,UN1,Urban: Nearer to a major town or city,Urban
E01006335,UN1,Urban: Nearer to a major town or city,Urban
E01006336,UN1,Urban: Nearer to a major town or city,Urban
E01006337,UN1,Urban: Nearer to a major town or city,Urban
E01006338,UN1,Urban: Nearer to a major town or city,Urban
E01006339,UN1,Urban: Nearer to a major town or city,Urban
E01006340,UN1,Urban: Nearer to a major town or city,Urban
E01006341,UN1,Urban: Nearer to a major town or city,Urban
E01006342,UN1,Urban: Nearer to a major town or city,Urban
E01006343,UN1,Urban: Nearer to a major town or city,Urban
E01006344,UN1,Urban: Nearer to a major town or city,Urban
E01006345,UN1,Urban: Nearer to a major town or city,Urban
E01006346,UN1,Urban: Nearer to a major town or city,Urban
E01006347,UN1,Urban: Nearer to a major town or city,Urban
E01006348,UN1,Urban: Nearer to a major town or city,Urban
E01006349,UN1,Urban: Nearer to a major town or city,Urban
E01006350,UN1,Urban: Nearer to a major town or city,Urban
E01006351,UN1,Urban: Nearer to a major town or city,Urban
E01006352,UN1,Urban: Nearer to a major town or city,Urban
E01006353,UN1,Urban: Nearer to a major town or city,Urban
E01006354,UN1,Urban: Nearer to a major town or city,Urban
E01006355,UN1,Urban: Nearer to a major town or city,Urban
E01006356,UN1,Urban: Nearer to a major town or city,Urban
E01006357,UN1,Urban: Nearer to a major town or city,Urban
E01006358,UN1,Urban: Nearer to a major town or city,Urban
E01006359,UN1,Urban: Nearer to a major town or city,Urban
E01006360,UN1,Urban: Nearer to a major town or city,Urban
E01006361,UN1,Urban: Nearer to a major town or city,Urban
E01006362,UN1,Urban: Nearer to a major town or city,Urban
E01006363,UN1,Urban: Nearer to a major town or city,Urban
E01006364,UN1,Urban: Nearer to a major town or city,Urban
E01006365,UN1,Urban: Nearer to a major town or city,Urban
E01006366,UN1,Urban: Nearer to a major town or city,Urban
E01006367,UN1,Urban: Nearer to a major town or city,Urban
E01006368,UN1,Urban: Nearer to a major town or city,Urban
E01006484,UN1,Urban: Nearer to a major town or city,Urban
E01006434,UN1,Urban: Nearer to a major town or city,Urban
E01006542,UN1,Urban: Nearer to a major town or city,Urban
E01006656,UN1,Urban: Nearer to a major town or city,Urban
E01006543,UN1,Urban: Nearer to a major town or city,Urban
E01006544,UN1,Urban: Nearer to a major town or city,Urban
E01006545,UN1,Urban: Nearer to a major town or city,Urban
E01006546,UN1,Urban: Nearer to a major town or city,Urban
E01006547,UN1,Urban: Nearer to a major town or city,Urban
E01006548,UN1,Urban: Nearer to a major town or city,Urban
E01006549,UN1,Urban: Nearer to a major town or city,Urban
E01006550,UN1,Urban: Nearer to a major town or city,Urban
E01006551,UN1,Urban: Nearer to a major town or city,Urban
E01006552,UN1,Urban: Nearer to a major town or city,Urban
E01006553,UN1,Urban: Nearer to a major town or city,Urban
E01006554,UN1,Urban: Nearer to a major town or city,Urban
E01006556,UN1,Urban: Nearer to a major town or city,Urban
E01006657,UN1,Urban: Nearer to a major town or city,Urban
E01006557,UN1,Urban: Nearer to a major town or city,Urban
E01006435,UN1,Urban: Nearer to a major town or city,Urban
E01006485,UN1,Urban: Nearer to a major town or city,Urban
E01006658,UN1,Urban: Nearer to a major town or city,Urban
E01006558,UN1,Urban: Nearer to a major town or city,Urban
E01006436,UN1,Urban: Nearer to a major town or city,Urban
E01006486,UN1,Urban: Nearer to a major town or city,Urban
E01006659,UN1,Urban: Nearer to a major town or city,Urban
E01006560,UN1,Urban: Nearer to a major town or city,Urban
E01006660,UN1,Urban: Nearer to a major town or city,Urban
E01006437,UN1,Urban: Nearer to a major town or city,Urban
E01006487,UN1,Urban: Nearer to a major town or city,Urban
E01006562,UN1,Urban: Nearer to a major town or city,Urban
E01006661,UN1,Urban: Nearer to a major town or city,Urban
E01006438,UN1,Urban: Nearer to a major town or city,Urban
E01006488,UN1,Urban: Nearer to a major town or city,Urban
E01006563,UN1,Urban: Nearer to a major town or city,Urban
E01006662,UN1,Urban: Nearer to a major town or city,Urban
E01006439,UN1,Urban: Nearer to a major town or city,Urban
E01006489,UN1,Urban: Nearer to a major town or city,Urban
E01006564,UN1,Urban: Nearer to a major town or city,Urban
E01006663,UN1,Urban: Nearer to a major town or city,Urban
E01006440,UN1,Urban: Nearer to a major town or city,Urban
E01006490,UN1,Urban: Nearer to a major town or city,Urban
E01006565,UN1,Urban: Nearer to a major town or city,Urban
E01006664,UN1,Urban: Nearer to a major town or city,Urban
E01006442,UN1,Urban: Nearer to a major town or city,Urban
E01006491,UN1,Urban: Nearer to a major town or city,Urban
E01006566,UN1,Urban: Nearer to a major town or city,Urban
E01006665,UN1,Urban: Nearer to a major town or city,Urban
E01006443,UN1,Urban: Nearer to a major town or city,Urban
E01006492,UN1,Urban: Nearer to a major town or city,Urban
E01006567,UN1,Urban: Nearer to a major town or city,Urban
E01006666,UN1,Urban: Nearer to a major town or city,Urban
E01006444,UN1,Urban: Nearer to a major town or city,Urban
E01006493,UN1,Urban: Nearer to a major town or city,Urban
E01006568,UN1,Urban: Nearer to a major town or city,Urban
E01006667,UN1,Urban: Nearer to a major town or city,Urban
E01006445,UN1,Urban: Nearer to a major town or city,Urban
E01006494,UN1,Urban: Nearer to a major town or city,Urban
E01006569,UN1,Urban: Nearer to a major town or city,Urban
E01006668,UN1,Urban: Nearer to a major town or city,Urban
E01006446,UN1,Urban: Nearer to a major town or city,Urban
E01006495,UN1,Urban: Nearer to a major town or city,Urban
E01006570,UN1,Urban: Nearer to a major town or city,Urban
E01006669,UN1,Urban: Nearer to a major town or city,Urban
E01006447,UN1,Urban: Nearer to a major town or city,Urban
E01006496,UN1,Urban: Nearer to a major town or city,Urban
E01006571,UN1,Urban: Nearer to a major town or city,Urban
E01006670,UN1,Urban: Nearer to a major town or city,Urban
E01006448,UN1,Urban: Nearer to a major town or city,Urban
E01006497,UN1,Urban: Nearer to a major town or city,Urban
E01006572,UN1,Urban: Nearer to a major town or city,Urban
E01006449,UN1,Urban: Nearer to a major town or city,Urban
E01006498,UN1,Urban: Nearer to a major town or city,Urban
E01006671,UN1,Urban: Nearer to a major town or city,Urban
E01006573,UN1,Urban: Nearer to a major town or city,Urban
E01006450,UN1,Urban: Nearer to a major town or city,Urban
E01006672,UN1,Urban: Nearer to a major town or city,Urban
E01006499,UN1,Urban: Nearer to a major town or city,Urban
E01006574,UN1,Urban: Nearer to a major town or city,Urban
E01006451,UN1,Urban: Nearer to a major town or city,Urban
E01006673,UN1,Urban: Nearer to a major town or city,Urban
E01006500,UN1,Urban: Nearer to a major town or city,Urban
E01006575,UN1,Urban: Nearer to a major town or city,Urban
E01006452,UN1,Urban: Nearer to a major town or city,Urban
E01006674,UN1,Urban: Nearer to a major town or city,Urban
E01006501,UN1,Urban: Nearer to a major town or city,Urban
E01006576,UN1,Urban: Nearer to a major town or city,Urban
E01006453,UN1,Urban: Nearer to a major town or city,Urban
E01006675,UN1,Urban: Nearer to a major town or city,Urban
E01006502,UN1,Urban: Nearer to a major town or city,Urban
E01006577,UN1,Urban: Nearer to a major town or city,Urban
E01006454,UN1,Urban: Nearer to a major town or city,Urban
E01006676,UN1,Urban: Nearer to a major town or city,Urban
E01006503,UN1,Urban: Nearer to a major town or city,Urban
E01006578,UN1,Urban: Nearer to a major town or city,Urban
E01006455,UN1,Urban: Nearer to a major town or city,Urban
E01006677,UN1,Urban: Nearer to a major town or city,Urban
E01006504,UN1,Urban: Nearer to a major town or city,Urban
E01006579,UN1,Urban: Nearer to a major town or city,Urban
E01006456,UN1,Urban: Nearer to a major town or city,Urban
E01006678,UN1,Urban: Nearer to a major town or city,Urban
E01006505,UN1,Urban: Nearer to a major town or city,Urban
E01006580,UN1,Urban: Nearer to a major town or city,Urban
E01006457,UN1,Urban: Nearer to a major town or city,Urban
E01006679,UN1,Urban: Nearer to a major town or city,Urban
E01006506,UN1,Urban: Nearer to a major town or city,Urban
E01006458,UN1,Urban: Nearer to a major town or city,Urban
E01006680,UN1,Urban: Nearer to a major town or city,Urban
E01006507,UN1,Urban: Nearer to a major town or city,Urban
E01006459,UN1,Urban: Nearer to a major town or city,Urban
E01006681,UN1,Urban: Nearer to a major town or city,Urban
E01006508,UN1,Urban: Nearer to a major town or city,Urban
E01006460,UN1,Urban: Nearer to a major town or city,Urban
E01006682,UN1,Urban: Nearer to a major town or city,Urban
E01006509,UN1,Urban: Nearer to a major town or city,Urban
E01006461,UN1,Urban: Nearer to a major town or city,Urban
E01006510,UN1,Urban: Nearer to a major town or city,Urban
E01006683,UN1,Urban: Nearer to a major town or city,Urban
E01006462,UN1,Urban: Nearer to a major town or city,Urban
E01006684,UN1,Urban: Nearer to a major town or city,Urban
E01006512,UN1,Urban: Nearer to a major town or city,Urban
E01006464,UN1,Urban: Nearer to a major town or city,Urban
E01006685,UN1,Urban: Nearer to a major town or city,Urban
E01006514,UN1,Urban: Nearer to a major town or city,Urban
E01006465,UN1,Urban: Nearer to a major town or city,Urban
E01006686,UN1,Urban: Nearer to a major town or city,Urban
E01006518,UN1,Urban: Nearer to a major town or city,Urban
E01006466,UN1,Urban: Nearer to a major town or city,Urban
E01006687,UN1,Urban: Nearer to a major town or city,Urban
E01006519,UN1,Urban: Nearer to a major town or city,Urban
E01006467,UN1,Urban: Nearer to a major town or city,Urban
E01006688,UN1,Urban: Nearer to a major town or city,Urban
E01006520,UN1,Urban: Nearer to a major town or city,Urban
E01006470,UN1,Urban: Nearer to a major town or city,Urban
E01006521,UN1,Urban: Nearer to a major town or city,Urban
E01006471,UN1,Urban: Nearer to a major town or city,Urban
E01006522,UN1,Urban: Nearer to a major town or city,Urban
E01006472,UN1,Urban: Nearer to a major town or city,Urban
E01006523,UN1,Urban: Nearer to a major town or city,Urban
E01006524,UN1,Urban: Nearer to a major town or city,Urban
E01006525,UN1,Urban: Nearer to a major town or city,Urban
E01006526,UN1,Urban: Nearer to a major town or city,Urban
E01006527,UN1,Urban: Nearer to a major town or city,Urban
E01006799,UN1,Urban: Nearer to a major town or city,Urban
E01006800,UN1,Urban: Nearer to a major town or city,Urban
E01006801,UN1,Urban: Nearer to a major town or city,Urban
E01006802,RLN1,Larger rural: Nearer to a major town or city,Rural
E01006744,UN1,Urban: Nearer to a major town or city,Urban
E01007056,UN1,Urban: Nearer to a major town or city,Urban
E01006803,UN1,Urban: Nearer to a major town or city,Urban
E01006804,RLN1,Larger rural: Nearer to a major town or city,Rural
E01006805,UN1,Urban: Nearer to a major town or city,Urban
E01006745,UN1,Urban: Nearer to a major town or city,Urban
E01007057,UN1,Urban: Nearer to a major town or city,Urban
E01006806,RLN1,Larger rural: Nearer to a major town or city,Rural
E01006901,UN1,Urban: Nearer to a major town or city,Urban
E01007004,UN1,Urban: Nearer to a major town or city,Urban
E01006849,UN1,Urban: Nearer to a major town or city,Urban
E01006746,UN1,Urban: Nearer to a major town or city,Urban
E01007108,UN1,Urban: Nearer to a major town or city,Urban
E01007058,UN1,Urban: Nearer to a major town or city,Urban
E01006952,UN1,Urban: Nearer to a major town or city,Urban
E01006807,RLN1,Larger rural: Nearer to a major town or city,Rural
E01006903,UN1,Urban: Nearer to a major town or city,Urban
E01007005,UN1,Urban: Nearer to a major town or city,Urban
E01007006,UN1,Urban: Nearer to a major town or city,Urban
E01007007,UN1,Urban: Nearer to a major town or city,Urban
E01007008,UN1,Urban: Nearer to a major town or city,Urban
E01007009,UN1,Urban: Nearer to a major town or city,Urban
E01007010,UN1,Urban: Nearer to a major town or city,Urban
E01007011,UN1,Urban: Nearer to a major town or city,Urban
E01007012,UN1,Urban: Nearer to a major town or city,Urban
E01007013,UN1,Urban: Nearer to a major town or city,Urban
E01007014,UN1,Urban: Nearer to a major town or city,Urban
E01007016,UN1,Urban: Nearer to a major town or city,Urban
E01007017,UN1,Urban: Nearer to a major town or city,Urban
E01007019,UN1,Urban: Nearer to a major town or city,Urban
E01007020,UN1,Urban: Nearer to a major town or city,Urban
E01007021,UN1,Urban: Nearer to a major town or city,Urban
E01007022,UN1,Urban: Nearer to a major town or city,Urban
E01007023,UN1,Urban: Nearer to a major town or city,Urban
E01007024,UN1,Urban: Nearer to a major town or city,Urban
E01007025,UN1,Urban: Nearer to a major town or city,Urban
E01007026,UN1,Urban: Nearer to a major town or city,Urban
E01007027,RLN1,Larger rural: Nearer to a major town or city,Rural
E01007028,UN1,Urban: Nearer to a major town or city,Urban
E01007029,UN1,Urban: Nearer to a major town or city,Urban
E01007030,UN1,Urban: Nearer to a major town or city,Urban
E01007031,UN1,Urban: Nearer to a major town or city,Urban
E01007032,UN1,Urban: Nearer to a major town or city,Urban
E01007033,UN1,Urban: Nearer to a major town or city,Urban
E01007034,UN1,Urban: Nearer to a major town or city,Urban
E01007035,UN1,Urban: Nearer to a major town or city,Urban
E01007036,UN1,Urban: Nearer to a major town or city,Urban
