LSOA_Code,RUC21CD,RUC21NM,Urban_rural_flag
E01018461,UN1,Urban: Nearer to a major town or city,Urban
E01018509,UN1,Urban: Nearer to a major town or city,Urban
E01018298,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018510,UN1,Urban: Nearer to a major town or city,Urban
E01018462,UN1,Urban: Nearer to a major town or city,Urban
E01018361,UN1,Urban: Nearer to a major town or city,Urban
E01018246,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018195,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018145,UF1,Urban: Further from a major town or city,Urban
E01018463,UN1,Urban: Nearer to a major town or city,Urban
E01018511,UN1,Urban: Nearer to a major town or city,Urban
E01018247,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018299,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018362,UN1,Urban: Nearer to a major town or city,Urban
E01018406,UN1,Urban: Nearer to a major town or city,Urban
E01018146,UF1,Urban: Further from a major town or city,Urban
E01018363,UN1,Urban: Nearer to a major town or city,Urban
E01018512,UN1,Urban: Nearer to a major town or city,Urban
E01018248,UN1,Urban: Nearer to a major town or city,Urban
E01018196,RSF1,Smaller rural: Further from a major town or city,Rural
E01018407,UN1,Urban: Nearer to a major town or city,Urban
E01018300,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018464,UN1,Urban: Nearer to a major town or city,Urban
E01018147,UF1,Urban: Further from a major town or city,Urban
E01018364,UN1,Urban: Nearer to a major town or city,Urban
E01018513,UN1,Urban: Nearer to a major town or city,Urban
E01018251,UN1,Urban: Nearer to a major town or city,Urban
E01018197,RLF1,Larger rural: Further from a major town or city,Rural
E01018408,UN1,Urban: Nearer to a major town or city,Urban
E01018301,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018466,UN1,Urban: Nearer to a major town or city,Urban
E01018148,UF1,Urban: Further from a major town or city,Urban
E01018365,UN1,Urban: Nearer to a major town or city,Urban
E01018514,RSF1,Smaller rural: Further from a major town or city,Rural
E01018252,UN1,Urban: Nearer to a major town or city,Urban
E01018198,RLF1,Larger rural: Further from a major town or city,Rural
E01018409,UN1,Urban: Nearer to a major town or city,Urban
E01018302,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018468,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018149,UF1,Urban: Further from a major town or city,Urban
E01018366,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018367,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018368,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018369,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018370,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018371,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018372,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018373,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018374,UN1,Urban: Nearer to a major town or city,Urban
E01018375,UN1,Urban: Nearer to a major town or city,Urban
E01018376,UN1,Urban: Nearer to a major town or city,Urban
E01018377,UN1,Urban: Nearer to a major town or city,Urban
E01018378,UN1,Urban: Nearer to a major town or city,Urban
E01018379,UN1,Urban: Nearer to a major town or city,Urban
E01018380,UN1,Urban: Nearer to a major town or city,Urban
E01018381,UN1,Urban: Nearer to a major town or city,Urban
E01018382,UN1,Urban: Nearer to a major town or city,Urban
E01018383,UN1,Urban: Nearer to a major town or city,Urban
E01018384,UN1,Urban: Nearer to a major town or city,Urban
E01018385,UN1,Urban: Nearer to a major town or city,Urban
E01018386,UN1,Urban: Nearer to a major town or city,Urban
E01018387,UN1,Urban: Nearer to a major town or city,Urban
E01018388,UN1,Urban: Nearer to a major town or city,Urban
E01018389,UN1,Urban: Nearer to a major town or city,Urban
E01018390,UN1,Urban: Nearer to a major town or city,Urban
E01018391,UN1,Urban: Nearer to a major town or city,Urban
E01018392,UN1,Urban: Nearer to a major town or city,Urban
E01018395,UN1,Urban: Nearer to a major town or city,Urban
E01018396,UN1,Urban: Nearer to a major town or city,Urban
E01018397,UN1,Urban: Nearer to a major town or city,Urban
E01018398,UN1,Urban: Nearer to a major town or city,Urban
E01018399,UN1,Urban: Nearer to a major town or city,Urban
E01018400,UN1,Urban: Nearer to a major town or city,Urban
E01018401,UN1,Urban: Nearer to a major town or city,Urban
E01018402,UN1,Urban: Nearer to a major town or city,Urban
E01018199,RSF1,Smaller rural: Further from a major town or city,Rural
E01018200,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018201,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018202,UN1,Urban: Nearer to a major town or city,Urban
E01018203,UN1,Urban: Nearer to a major town or city,Urban
E01018204,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018205,RSF1,Smaller rural: Further from a major town or city,Rural
E01018206,RLF1,Larger rural: Further from a major town or city,Rural
E01018207,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018208,RLF1,Larger rural: Further from a major town or city,Rural
E01018209,RLF1,Larger rural: Further from a major town or city,Rural
E01018210,RLF1,Larger rural: Further from a major town or city,Rural
E01018211,RLF1,Larger rural: Further from a major town or city,Rural
E01018212,UN1,Urban: Nearer to a major town or city,Urban
E01018213,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018214,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018215,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018216,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018217,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018218,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018219,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018220,RSF1,Smaller rural: Further from a major town or city,Rural
E01018221,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018222,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018223,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018224,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018225,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018226,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018227,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018228,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018231,UN1,Urban: Nearer to a major town or city,Urban
E01018232,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018233,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018234,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018235,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018236,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018237,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018238,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018239,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018240,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018241,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018253,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018515,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018150,UF1,Urban: Further from a major town or city,Urban
E01018410,UN1,Urban: Nearer to a major town or city,Urban
E01018303,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018469,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018254,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018470,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018152,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018304,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018255,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018471,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018411,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018153,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018305,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018256,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018472,UN1,Urban: Nearer to a major town or city,Urban
E01018412,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018516,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018154,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018306,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018257,UN1,Urban: Nearer to a major town or city,Urban
E01018473,UN1,Urban: Nearer to a major town or city,Urban
E01018413,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018518,UN1,Urban: Nearer to a major town or city,Urban
E01018155,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018307,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018258,UN1,Urban: Nearer to a major town or city,Urban
E01018474,UN1,Urban: Nearer to a major town or city,Urban
E01018414,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018519,UN1,Urban: Nearer to a major town or city,Urban
E01018156,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018308,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018259,UN1,Urban: Nearer to a major town or city,Urban
E01018475,UN1,Urban: Nearer to a major town or city,Urban
E01018415,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018520,UN1,Urban: Nearer to a major town or city,Urban
E01018157,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018309,UN1,Urban: Nearer to a major town or city,Urban
E01018260,UN1,Urban: Nearer to a major town or city,Urban
E01018476,UN1,Urban: Nearer to a major town or city,Urban
E01018416,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018521,UN1,Urban: Nearer to a major town or city,Urban
E01018158,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018262,UN1,Urban: Nearer to a major town or city,Urban
E01018310,UN1,Urban: Nearer to a major town or city,Urban
E01018522,UN1,Urban: Nearer to a major town or city,Urban
E01018159,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018417,UN1,Urban: Nearer to a major town or city,Urban
E01018477,UN1,Urban: Nearer to a major town or city,Urban
E01018523,UN1,Urban: Nearer to a major town or city,Urban
E01018263,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018160,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018478,UN1,Urban: Nearer to a major town or city,Urban
E01018418,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018311,UN1,Urban: Nearer to a major town or city,Urban
E01018524,UN1,Urban: Nearer to a major town or city,Urban
E01018264,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018161,UN1,Urban: Nearer to a major town or city,Urban
E01018479,UN1,Urban: Nearer to a major town or city,Urban
E01018419,UN1,Urban: Nearer to a major town or city,Urban
E01018312,UN1,Urban: Nearer to a major town or city,Urban
E01018525,UN1,Urban: Nearer to a major town or city,Urban
E01018265,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018162,UN1,Urban: Nearer to a major town or city,Urban
E01018481,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018420,UN1,Urban: Nearer to a major town or city,Urban
E01018313,UN1,Urban: Nearer to a major town or city,Urban
E01018526,UN1,Urban: Nearer to a major town or city,Urban
E01018267,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018163,UN1,Urban: Nearer to a major town or city,Urban
E01018482,UN1,Urban: Nearer to a major town or city,Urban
E01018421,UN1,Urban: Nearer to a major town or city,Urban
E01018314,UN1,Urban: Nearer to a major town or city,Urban
E01018527,UN1,Urban: Nearer to a major town or city,Urban
E01018268,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018164,UN1,Urban: Nearer to a major town or city,Urban
E01018483,UN1,Urban: Nearer to a major town or city,Urban
E01018422,UN1,Urban: Nearer to a major town or city,Urban
E01018315,UN1,Urban: Nearer to a major town or city,Urban
E01018528,UN1,Urban: Nearer to a major town or city,Urban
E01018269,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018165,UN1,Urban: Nearer to a major town or city,Urban
E01018484,UN1,Urban: Nearer to a major town or city,Urban
E01018423,UN1,Urban: Nearer to a major town or city,Urban
E01018424,UN1,Urban: Nearer to a major town or city,Urban
E01018425,UN1,Urban: Nearer to a major town or city,Urban
E01018426,UN1,Urban: Nearer to a major town or city,Urban
E01018427,UN1,Urban: Nearer to a major town or city,Urban
E01018428,UN1,Urban: Nearer to a major town or city,Urban
E01018429,UN1,Urban: Nearer to a major town or city,Urban
E01018430,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018431,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018432,UN1,Urban: Nearer to a major town or city,Urban
E01018433,UN1,Urban: Nearer to a major town or city,Urban
E01018434,UN1,Urban: Nearer to a major town or city,Urban
E01018435,UN1,Urban: Nearer to a major town or city,Urban
E01018436,UN1,Urban: Nearer to a major town or city,Urban
E01018437,UN1,Urban: Nearer to a major town or city,Urban
E01018438,UN1,Urban: Nearer to a major town or city,Urban
E01018439,UN1,Urban: Nearer to a major town or city,Urban
E01018440,UN1,Urban: Nearer to a major town or city,Urban
E01018441,UN1,Urban: Nearer to a major town or city,Urban
E01018443,UN1,Urban: Nearer to a major town or city,Urban
E01018445,UN1,Urban: Nearer to a major town or city,Urban
E01018446,UN1,Urban: Nearer to a major town or city,Urban
E01018447,UN1,Urban: Nearer to a major town or city,Urban
E01018448,UN1,Urban: Nearer to a major town or city,Urban
E01018449,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018450,RSF1,Smaller rural: Further from a major town or city,Rural
E01018451,UN1,Urban: Nearer to a major town or city,Urban
E01018452,UN1,Urban: Nearer to a major town or city,Urban
E01018454,UN1,Urban: Nearer to a major town or city,Urban
E01018455,UN1,Urban: Nearer to a major town or city,Urban
E01018166,UN1,Urban: Nearer to a major town or city,Urban
E01018270,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018529,UN1,Urban: Nearer to a major town or city,Urban
E01018167,UN1,Urban: Nearer to a major town or city,Urban
E01018271,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018530,UN1,Urban: Nearer to a major town or city,Urban
E01018168,UN1,Urban: Nearer to a major town or city,Urban
E01018272,UN1,Urban: Nearer to a major town or city,Urban
E01018316,UN1,Urban: Nearer to a major town or city,Urban
E01018485,UN1,Urban: Nearer to a major town or city,Urban
E01018531,UN1,Urban: Nearer to a major town or city,Urban
E01018169,UN1,Urban: Nearer to a major town or city,Urban
E01018170,UN1,Urban: Nearer to a major town or city,Urban
E01018171,UN1,Urban: Nearer to a major town or city,Urban
E01018172,UN1,Urban: Nearer to a major town or city,Urban
E01018173,UN1,Urban: Nearer to a major town or city,Urban
E01018174,UN1,Urban: Nearer to a major town or city,Urban
E01018175,UN1,Urban: Nearer to a major town or city,Urban
E01018176,UN1,Urban: Nearer to a major town or city,Urban
E01018177,UN1,Urban: Nearer to a major town or city,Urban
E01018178,UN1,Urban: Nearer to a major town or city,Urban
E01018179,UN1,Urban: Nearer to a major town or city,Urban
E01018180,UN1,Urban: Nearer to a major town or city,Urban
E01018182,UN1,Urban: Nearer to a major town or city,Urban
E01018183,UN1,Urban: Nearer to a major town or city,Urban
E01018184,UN1,Urban: Nearer to a major town or city,Urban
E01018185,UN1,Urban: Nearer to a major town or city,Urban
E01018186,UN1,Urban: Nearer to a major town or city,Urban
E01018187,UN1,Urban: Nearer to a major town or city,Urban
E01018188,UN1,Urban: Nearer to a major town or city,Urban
E01018189,UN1,Urban: Nearer to a major town or city,Urban
E01018273,UN1,Urban: Nearer to a major town or city,Urban
E01018486,UN1,Urban: Nearer to a major town or city,Urban
E01018532,UN1,Urban: Nearer to a major town or city,Urban
E01018317,UN1,Urban: Nearer to a major town or city,Urban
E01018274,UN1,Urban: Nearer to a major town or city,Urban
E01018487,UN1,Urban: Nearer to a major town or city,Urban
E01018533,UN1,Urban: Nearer to a major town or city,Urban
E01018319,UN1,Urban: Nearer to a major town or city,Urban
E01018275,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018488,UN1,Urban: Nearer to a major town or city,Urban
E01018534,UN1,Urban: Nearer to a major town or city,Urban
E01018320,UN1,Urban: Nearer to a major town or city,Urban
E01018276,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018489,UN1,Urban: Nearer to a major town or city,Urban
E01018535,UN1,Urban: Nearer to a major town or city,Urban
E01018321,UN1,Urban: Nearer to a major town or city,Urban
E01018277,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018490,UN1,Urban: Nearer to a major town or city,Urban
E01018536,UN1,Urban: Nearer to a major town or city,Urban
E01018322,UN1,Urban: Nearer to a major town or city,Urban
E01018278,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018491,UN1,Urban: Nearer to a major town or city,Urban
E01018323,UN1,Urban: Nearer to a major town or city,Urban
E01018537,UN1,Urban: Nearer to a major town or city,Urban
E01018324,UN1,Urban: Nearer to a major town or city,Urban
E01018279,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018492,UN1,Urban: Nearer to a major town or city,Urban
E01018538,UN1,Urban: Nearer to a major town or city,Urban
E01018325,UN1,Urban: Nearer to a major town or city,Urban
E01018280,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018493,UN1,Urban: Nearer to a major town or city,Urban
E01018539,UN1,Urban: Nearer to a major town or city,Urban
E01018328,UN1,Urban: Nearer to a major town or city,Urban
E01018281,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018494,UN1,Urban: Nearer to a major town or city,Urban
E01018540,UN1,Urban: Nearer to a major town or city,Urban
E01018330,UN1,Urban: Nearer to a major town or city,Urban
E01018282,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018495,UN1,Urban: Nearer to a major town or city,Urban
E01018541,UN1,Urban: Nearer to a major town or city,Urban
E01018331,UN1,Urban: Nearer to a major town or city,Urban
E01018283,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018496,UN1,Urban: Nearer to a major town or city,Urban
E01018542,UN1,Urban: Nearer to a major town or city,Urban
E01018332,UN1,Urban: Nearer to a major town or city,Urban
E01018284,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018497,UN1,Urban: Nearer to a major town or city,Urban
E01018543,UN1,Urban: Nearer to a major town or city,Urban
E01018333,UN1,Urban: Nearer to a major town or city,Urban
E01018285,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018498,UN1,Urban: Nearer to a major town or city,Urban
E01018544,UN1,Urban: Nearer to a major town or city,Urban
E01018334,UN1,Urban: Nearer to a major town or city,Urban
E01018286,UN1,Urban: Nearer to a major town or city,Urban
E01018499,UN1,Urban: Nearer to a major town or city,Urban
E01018545,UN1,Urban: Nearer to a major town or city,Urban
E01018335,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018287,UN1,Urban: Nearer to a major town or city,Urban
E01018500,UN1,Urban: Nearer to a major town or city,Urban
E01018546,UN1,Urban: Nearer to a major town or city,Urban
E01018547,UN1,Urban: Nearer to a major town or city,Urban
E01018548,UN1,Urban: Nearer to a major town or city,Urban
E01018549,UN1,Urban: Nearer to a major town or city,Urban
E01018550,UN1,Urban: Nearer to a major town or city,Urban
E01018551,UN1,Urban: Nearer to a major town or city,Urban
E01018552,UN1,Urban: Nearer to a major town or city,Urban
E01018553,UN1,Urban: Nearer to a major town or city,Urban
E01018554,UN1,Urban: Nearer to a major town or city,Urban
E01018555,UN1,Urban: Nearer to a major town or city,Urban
E01018556,UN1,Urban: Nearer to a major town or city,Urban
E01018557,UN1,Urban: Nearer to a major town or city,Urban
E01018558,UN1,Urban: Nearer to a major town or city,Urban
E01018559,UN1,Urban: Nearer to a major town or city,Urban
E01018336,UN1,Urban: Nearer to a major town or city,Urban
E01018337,UN1,Urban: Nearer to a major town or city,Urban
E01018288,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018338,UN1,Urban: Nearer to a major town or city,Urban
E01018289,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018339,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018290,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018501,UN1,Urban: Nearer to a major town or city,Urban
E01018340,UN1,Urban: Nearer to a major town or city,Urban
E01018291,UN1,Urban: Nearer to a major town or city,Urban
E01018502,UN1,Urban: Nearer to a major town or city,Urban
E01018341,UN1,Urban: Nearer to a major town or city,Urban
E01018292,UN1,Urban: Nearer to a major town or city,Urban
E01018503,UN1,Urban: Nearer to a major town or city,Urban
E01018342,UN1,Urban: Nearer to a major town or city,Urban
E01018293,UN1,Urban: Nearer to a major town or city,Urban
E01018504,UN1,Urban: Nearer to a major town or city,Urban
E01018343,UN1,Urban: Nearer to a major town or city,Urban
E01018294,UN1,Urban: Nearer to a major town or city,Urban
E01018505,UN1,Urban: Nearer to a major town or city,Urban
E01018344,UN1,Urban: Nearer to a major town or city,Urban
E01018295,UN1,Urban: Nearer to a major town or city,Urban
E01018506,UN1,Urban: Nearer to a major town or city,Urban
E01018345,UN1,Urban: Nearer to a major town or city,Urban
E01018507,UN1,Urban: Nearer to a major town or city,Urban
E01018346,UN1,Urban: Nearer to a major town or city,Urban
E01018347,UN1,Urban: Nearer to a major town or city,Urban
E01018349,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018350,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018508,UN1,Urban: Nearer to a major town or city,Urban
E01018613,UN1,Urban: Nearer to a major town or city,Urban
E01018614,UN1,Urban: Nearer to a major town or city,Urban
E01018615,UN1,Urban: Nearer to a major town or city,Urban
E01018616,UN1,Urban: Nearer to a major town or city,Urban
E01018617,UN1,Urban: Nearer to a major town or city,Urban
E01018618,UN1,Urban: Nearer to a major town or city,Urban
E01018619,UN1,Urban: Nearer to a major town or city,Urban
E01018620,UN1,Urban: Nearer to a major town or city,Urban
E01018621,UN1,Urban: Nearer to a major town or city,Urban
E01018622,UN1,Urban: Nearer to a major town or city,Urban
E01018623,UN1,Urban: Nearer to a major town or city,Urban
E01018624,UN1,Urban: Nearer to a major town or city,Urban
E01018625,UN1,Urban: Nearer to a major town or city,Urban
E01018627,UN1,Urban: Nearer to a major town or city,Urban
E01018628,UN1,Urban: Nearer to a major town or city,Urban
E01018629,UN1,Urban: Nearer to a major town or city,Urban
E01018630,UN1,Urban: Nearer to a major town or city,Urban
E01018631,UN1,Urban: Nearer to a major town or city,Urban
E01018632,UN1,Urban: Nearer to a major town or city,Urban
E01018633,UN1,Urban: Nearer to a major town or city,Urban
E01018634,UN1,Urban: Nearer to a major town or city,Urban
E01018635,UN1,Urban: Nearer to a major town or city,Urban
E01018636,UN1,Urban: Nearer to a major town or city,Urban
E01018637,UN1,Urban: Nearer to a major town or city,Urban
E01018638,UN1,Urban: Nearer to a major town or city,Urban
E01018639,UN1,Urban: Nearer to a major town or city,Urban
E01018640,UN1,Urban: Nearer to a major town or city,Urban
E01018641,UN1,Urban: Nearer to a major town or city,Urban
E01018642,UN1,Urban: Nearer to a major town or city,Urban
E01018643,UN1,Urban: Nearer to a major town or city,Urban
E01018644,UN1,Urban: Nearer to a major town or city,Urban
E01018645,UN1,Urban: Nearer to a major town or city,Urban
E01018646,UN1,Urban: Nearer to a major town or city,Urban
E01018647,UN1,Urban: Nearer to a major town or city,Urban
E01018648,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018649,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018650,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018651,UN1,Urban: Nearer to a major town or city,Urban
E01018652,UN1,Urban: Nearer to a major town or city,Urban
E01018653,UN1,Urban: Nearer to a major town or city,Urban
E01018654,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018655,UN1,Urban: Nearer to a major town or city,Urban
E01018657,UN1,Urban: Nearer to a major town or city,Urban
E01018658,UN1,Urban: Nearer to a major town or city,Urban
E01018659,UN1,Urban: Nearer to a major town or city,Urban
E01018661,UN1,Urban: Nearer to a major town or city,Urban
E01018662,UN1,Urban: Nearer to a major town or city,Urban
E01018663,UN1,Urban: Nearer to a major town or city,Urban
E01018664,UN1,Urban: Nearer to a major town or city,Urban
E01018665,UN1,Urban: Nearer to a major town or city,Urban
E01018768,UN1,Urban: Nearer to a major town or city,Urban
E01018927,UF1,Urban: Further from a major town or city,Urban
E01018560,UN1,Urban: Nearer to a major town or city,Urban
E01018666,UN1,Urban: Nearer to a major town or city,Urban
E01018717,UN1,Urban: Nearer to a major town or city,Urban
E01018928,UF1,Urban: Further from a major town or city,Urban
E01018718,UN1,Urban: Nearer to a major town or city,Urban
E01018667,UN1,Urban: Nearer to a major town or city,Urban
E01018929,UF1,Urban: Further from a major town or city,Urban
E01018770,UN1,Urban: Nearer to a major town or city,Urban
E01018719,UN1,Urban: Nearer to a major town or city,Urban
E01018668,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018561,UN1,Urban: Nearer to a major town or city,Urban
E01018930,UF1,Urban: Further from a major town or city,Urban
E01018771,UN1,Urban: Nearer to a major town or city,Urban
E01018720,UN1,Urban: Nearer to a major town or city,Urban
E01018669,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018562,UN1,Urban: Nearer to a major town or city,Urban
E01018931,UF1,Urban: Further from a major town or city,Urban
E01018772,UN1,Urban: Nearer to a major town or city,Urban
E01018721,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018670,UF1,Urban: Further from a major town or city,Urban
E01018565,UN1,Urban: Nearer to a major town or city,Urban
E01018932,UF1,Urban: Further from a major town or city,Urban
E01018773,RLF1,Larger rural: Further from a major town or city,Rural
E01018722,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018671,UN1,Urban: Nearer to a major town or city,Urban
E01018566,UN1,Urban: Nearer to a major town or city,Urban
E01018933,UF1,Urban: Further from a major town or city,Urban
E01018774,RLF1,Larger rural: Further from a major town or city,Rural
E01018723,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018724,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018725,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018726,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018727,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018728,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018729,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018730,UF1,Urban: Further from a major town or city,Urban
E01018731,UF1,Urban: Further from a major town or city,Urban
E01018732,UF1,Urban: Further from a major town or city,Urban
E01018733,UF1,Urban: Further from a major town or city,Urban
E01018734,UF1,Urban: Further from a major town or city,Urban
E01018735,UF1,Urban: Further from a major town or city,Urban
E01018736,UF1,Urban: Further from a major town or city,Urban
E01018737,UF1,Urban: Further from a major town or city,Urban
E01018738,UF1,Urban: Further from a major town or city,Urban
E01018739,UF1,Urban: Further from a major town or city,Urban
E01018740,UF1,Urban: Further from a major town or city,Urban
E01018741,UF1,Urban: Further from a major town or city,Urban
E01018742,UF1,Urban: Further from a major town or city,Urban
E01018743,UF1,Urban: Further from a major town or city,Urban
E01018744,UF1,Urban: Further from a major town or city,Urban
E01018745,UF1,Urban: Further from a major town or city,Urban
E01018746,UF1,Urban: Further from a major town or city,Urban
E01018747,UF1,Urban: Further from a major town or city,Urban
E01018748,UF1,Urban: Further from a major town or city,Urban
E01018749,UF1,Urban: Further from a major town or city,Urban
E01018750,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018751,RLN1,Larger rural: Nearer to a major town or city,Rural
E01018752,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018753,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018754,RSF1,Smaller rural: Further from a major town or city,Rural
E01018755,RSF1,Smaller rural: Further from a major town or city,Rural
E01018756,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018757,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018759,RSN1,Smaller rural: Nearer to a major town or city,Rural
E01018760,RSF1,Smaller rural: Further from a major town or city,Rural
E01018761,RSF1,Smaller rural: Further from a major town or city,Rural
E01018762,RSF1,Smaller rural: Further from a major town or city,Rural
E01018763,RSN1,Smaller rural: Nearer to a major town or city,Rural
